venue,year,paper_type,title,speakers,authors,affiliations,abstract,arxiv_ids,presentation_url,video_url,youtube_id,session_name,award,notes,scheduled_date,scheduled_time,duration_minutes
QCRYPT,2022,invited,Experimental relativistic zero-knowledge proofs,Claude Crepeau,,,,,,https://www.youtube.com/watch?v=JRGSTovVkGQ,JRGSTovVkGQ,Invited Talk,,Session URL: ../sessions/invited_crepeau.html; yt_match=0.70; session_chair=Gorjan Alagic,2022-08-29,10:00,
QCRYPT,2022,regular,Certified Everlasting Zero-Knowledge Proof for QMA,,Taiga Hiroka;Tomoyuki Morimae;Ryo Nishimaki;Takashi Yamakawa,,,,,,,Contributed Talks 1a: Theory Talks,,Session URL: ../sessions/contributed1a/index.html; session_chair=Anurag Anshu,2022-08-29,11:00,
QCRYPT,2022,regular,Cryptography from Pseudorandom Quantum States,,Prabhanjan Ananth;Luowen Qian;Henry Yuen,,,,,,,Contributed Talks 1a: Theory Talks,,Session URL: ../sessions/contributed1a/index.html; session_chair=Anurag Anshu,2022-08-29,11:00,
QCRYPT,2022,tutorial,Silicon Photonic Quantum Technologies,Jianwei Wang,,,,,,,,Tutorial Talk,,Session URL: ../sessions/tutorial_wang.html; session_chair=Qiang Zhang,2022-08-29,15:00,
QCRYPT,2022,regular,Tight analytic bound on the trade-off between device-independent randomness and nonlocality,,Lewis Wooltorton;Peter Brown;Roger Colbeck,,,,,,,Contributed Talks 1b: Theory talks,,Session URL: ../sessions/contributed1b/index.html; session_chair=Valerio Scarani,2022-08-29,16:30,
QCRYPT,2022,regular,Quantum networks self-test all entangled states,,Ivan Supic;Joseph Bowles;Marc Olivier Renou;Antonio Acin;Matty Hoban,,,,,,,Contributed Talks 1b: Theory talks,,Session URL: ../sessions/contributed1b/index.html; session_chair=Valerio Scarani,2022-08-29,16:30,
QCRYPT,2022,regular,Rigidity for Monogamy-of-Entanglement Games,,Anne Broadbent;Eric Culf,,,,,,,Contributed Talks 1b: Theory talks,,Session URL: ../sessions/contributed1b/index.html; session_chair=Valerio Scarani,2022-08-29,16:30,
QCRYPT,2022,regular,Towards 100 Mbps secret key rate QKD,,Fadri Grünenfelder;Alberto Boaron;Matthieu Perrenoud;Giovanni Resta;Raphael Houlmann;Sylvain El-Khoury;Hugo Zbinden,,,,,,,Contributed Talks 1c: Experimental talks,,Session URL: ../sessions/contributed1c/index.html; session_chair=Yuan Zhiliang,2022-08-29,17:15,
QCRYPT,2022,regular,High-speed integrated QKD system,,Rebecka Sax;Alberto Boaron;Hugo Zbinden;Simone Atzeni;Roberto Osellame,,,,,,,Contributed Talks 1c: Experimental talks,,Session URL: ../sessions/contributed1c/index.html; session_chair=Yuan Zhiliang,2022-08-29,17:15,
QCRYPT,2022,regular,Fully Integrated High Key-Rate Wavelength Division Multiplexed Multi-Channel QKD,,Fabian Beutel;Frank Brückerhoff-Plückelmann;Helge Gehring;Vadim Kovalyuk;Philipp Zolotov;Gregory Goltsman;Wolfram Pernice,,,,,,,Contributed Talks 1c: Experimental talks,,Session URL: ../sessions/contributed1c/index.html; session_chair=Yuan Zhiliang,2022-08-29,17:15,
QCRYPT,2022,regular,Experimental Demonstration of Discrete Modulation Formats for Continuous Variable Quantum Key Distribution,,François Roumestan;Amirhossein Ghazisaeidi;Jérémie Rénaudier;Luis Trigo Vidarte;Anthony Leverrier;Eleni Diamanti;Philippe Grangier,,,,,,,Contributed Talks 1c: Experimental talks,,Session URL: ../sessions/contributed1c/index.html; session_chair=Yuan Zhiliang,2022-08-29,17:15,
QCRYPT,2022,regular,"Time-bin quantum key distribution exploiting the conversion from and to polarization states, with qubits based temporal syncronization",,Davide Scalcon;Costantino Agnesi;Marco Avesani;Luca Calderaro;Giulio Foletto;Andrea Stanco;Giuseppe Vallone;Paolo Villoresi,,,,,,,Contributed Talks 2a: Experimental talks,,Session URL: ../sessions/contributed2a/index.html; session_chair=Wang Chao,2022-08-30,09:00,
QCRYPT,2022,regular,High-efficiency and fast photon-number-resolving SNSPD,,Lorenzo Stasi;Gaetan Gras;Matthieu Perrenoud;Riad Berrazouane;Hugo Zbinden;Felix Bussieres,,,,,,,Contributed Talks 2a: Experimental talks,,Session URL: ../sessions/contributed2a/index.html; session_chair=Wang Chao,2022-08-30,09:00,
QCRYPT,2022,regular,Atomically-thin Single-photon Sources for Quantum Communication,,Timm Gao;Martin von Helversen;Carlos Anton-Solanas;Christian Schneider;Tobias Heindel,,,,,,,Contributed Talks 2a: Experimental talks,,Session URL: ../sessions/contributed2a/index.html; session_chair=Wang Chao,2022-08-30,09:00,
QCRYPT,2022,regular,Twin-field quantum key distribution over 833.8 km fiber,,Shuang Wang;Zhen-Qiang Yin;De-Yong He;Wei Chen;Guan-Jie Fan-Yuan;Fang-Xiang Wang;Zheng Zhou;Guang-Can Guo;Zheng-Fu Han,,,,,,,Contributed Talks 2b: Experimental talks,,Session URL: ../sessions/contributed2b/index.html; session_chair=Bing Qi,2022-08-30,09:45,
QCRYPT,2022,regular,Experimental Side-Channel-Secure Quantum Key Distribution,,Chi Zhang;Xiao-Long Hu;Cong Jiang;Jiu-Peng Chen;Yang Liu;Wei-Jun Zhang;Zong-Wen Yu;Hao Li;Li-Xing You;Zhen Wang;Xiang-Bin Wang;Qiang Zhang;Jian-Wei Pan,,,,,,,Contributed Talks 2b: Experimental talks,,Session URL: ../sessions/contributed2b/index.html; session_chair=Bing Qi,2022-08-30,09:45,
