venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2018,local_organizing,member,Carlo Beenakker,Universiteit Leiden,
QIP,2018,local_organizing,member,Valentina Caprara Vivoli,"TU Delft, industry coordinator",
QIP,2018,local_organizing,member,Heera Dijk,TU Delft,
QIP,2018,local_organizing,member,David Elkouss,TU Delft,
QIP,2018,local_organizing,member,Judith de Keijzer,TU Delft,
QIP,2018,local_organizing,member,Joel Klassen,TU Delft,
QIP,2018,local_organizing,member,Barbara Terhal,TU Delft,
QIP,2018,local_organizing,member,Lieven Vandersypen,TU Delft,
QIP,2018,local_organizing,chair,Stephanie Wehner,TU Delft,
QIP,2018,program,member,Rotem Arnon-Friedman,ETH Zürich,
QIP,2018,program,member,Mario Berta,Imperial College London,
QIP,2018,program,member,Fernando Brandao,Caltech,
QIP,2018,program,member,Sergey Bravyi,IBM,
QIP,2018,program,member,Anne Broadbent,University of Ottawa,
QIP,2018,program,member,Harry Buhrman,University of Amsterdam and QuSoft,
QIP,2018,program,member,Matthias Christandl,Copenhagen,
QIP,2018,program,member,Elizabeth Crosson,Caltech,
QIP,2018,program,member,David DiVincenzo,"RWTH Aachen, FZ Juelich",
QIP,2018,program,member,Andrew Doherty,University of Sydney,
QIP,2018,program,member,Joe Fitzsimons,SUTD & NUS,
QIP,2018,program,member,Steven Flammia,University of Sydney,
QIP,2018,program,member,Daniel Gottesman,Perimeter Institute,
QIP,2018,program,member,David Gross,Cologne,
QIP,2018,program,chair,Aram Harrow,MIT,
QIP,2018,program,member,Masahito Hayashi,Nagoya University / CQT NUS,
QIP,2018,program,member,Rahul Jain,NUS,
QIP,2018,program,member,Stacey Jeffery,CWI,
QIP,2018,program,member,Stephen Jordan,"NIST, U Maryland",
QIP,2018,program,member,Elham Kashefi,Edinburgh & CNRS,
QIP,2018,program,member,Isaac Kim,IBM Research,
QIP,2018,program,member,Shelby Kimmel,Middlebury College,
QIP,2018,program,member,Robert Koenig,TUM Munich,
QIP,2018,program,member,François Le Gall,Kyoto University,
QIP,2018,program,member,Ke Li,Harbin Institute of Technology,
QIP,2018,program,member,Jonathan Oppenheim,Uni. College London,
QIP,2018,program,member,John Preskill,Caltech,
QIP,2018,program,member,Joseph M. Renes,ETH Zürich,
QIP,2018,program,member,Norbert Schuch,"MPI Quantum Optics, Munich",
QIP,2018,program,member,William Slofstra,Waterloo,
QIP,2018,program,member,John Smolin,IBM,
QIP,2018,program,member,Marco Tomamichel,"QSI, Sydney",
QIP,2018,program,member,Dave Touchette,Waterloo & Perimeter Institute,
QIP,2018,program,member,Andreas Winter,Universitat Autònoma de Barcelona,
QIP,2018,program,member,Ronald de Wolf,CWI,
QIP,2018,program,member,Xiaodi Wu,Maryland,
QIP,2018,steering,member,Andris Ambainis,Latvia,
QIP,2018,steering,member,Andrew Childs,Maryland,
QIP,2018,steering,member,Debbie Leung,Waterloo,
QIP,2018,steering,member,Ashley Montanaro,Bristol,
QIP,2018,steering,member,Renato Renner,ETH Zürich,
QIP,2018,steering,member,Ben Reichardt,USC,
QIP,2018,steering,member,Graeme Smith,Boulder,
QIP,2018,steering,member,Krysta Svore,Microsoft,
QIP,2018,steering,chair,Barbara Terhal,TU Delft,
QIP,2018,steering,member,Lorentzweg 1   2628 CJ   Delft         +31 15 27 86 133   Mail us,,
