venue,year,committee_type,position,full_name,affiliation,role_title
QIP,2023,program,member,SponsoringContactqip2023ghent@gmail.comProgram committeeGorjan Alagic,University of Maryland,
QIP,2023,program,member,Victor Albert,University of Maryland & NIST,
QIP,2023,program,member,Guillaume Aubrun,Université Claude Bernard Lyon 1,
QIP,2023,program,member,Alexander Belov,University of Latvia,
QIP,2023,program,member,Dominic Berry,Macquarie University,
QIP,2023,program,member,Mario Berta,RWTH Aachen University,
QIP,2023,program,member,Sergey Bravyi,IBM,
QIP,2023,program,member,Dan Browne,University College London,
QIP,2023,program,member,Ángela Capel Cuevas,Universität Tübingen,
QIP,2023,program,member,Ulysse Chabaud,Caltech,
QIP,2023,program,member,Andrew Childs,University of Maryland,
QIP,2023,program,member,Matthias Christandl,University of Copenhagen,
QIP,2023,program,member,Kai-Min Chung,Academia Sinica,
QIP,2023,program,member,Andrea Coladangelo,UC Berkeley,
QIP,2023,program,member,Toby Cubitt,University College London,
QIP,2023,program,co_chair,Andrew Doherty,The University of Sydney,
QIP,2023,program,member,Runyao Duan,Baidu,
QIP,2023,program,member,David Elkouss Coronas,OIST & QuTech,
QIP,2023,program,member,Philippe Faist,Freie Universität Berlin,
QIP,2023,program,member,Bill Fefferman,University of Chicago,
QIP,2023,program,member,Sevag Gharibian,Paderborn University,
QIP,2023,program,member,Alexandru Gheorghiu,Chalmers University of Technology,
QIP,2023,program,member,Alex B. Grilo,CNRS,
QIP,2023,program,member,David Gross,University of Cologne,
QIP,2023,program,member,Jeongwan Haah,Microsoft,
QIP,2023,program,member,Jonas Helsen,CWI & QuSoft,
QIP,2023,program,member,Min-Hsiu Hsieh,Foxconn Quantum Computing Research Center,
QIP,2023,program,member,Zoe Holmes,EPFL,
QIP,2023,program,member,Sandy Irani,UC Irvine,
QIP,2023,program,member,Elham Kashefi,University of Edinburgh,
QIP,2023,program,member,Kohtaro Kato,Nagoya University,
QIP,2023,program,member,Iordanis Kerenidis,CNRS,
QIP,2023,program,member,Isaac Kim,UC Davis,
QIP,2023,program,member,Robert Koenig,Technical University of Munich,
QIP,2023,program,member,Richard Kueng,Johannes Kepler University Linz,
QIP,2023,program,member,Srijita Kundu,University of Waterloo,
QIP,2023,program,member,François Le Gall,Nagoya University,
QIP,2023,program,chair,Felix Leditzky,University of Illinois Urbana-Champaign,
QIP,2023,program,member,Anthony Leverrier,INRIA Paris,
QIP,2023,program,member,Tongyang Li,Peking University,
QIP,2023,program,member,Qipeng Liu,Simons Institute,
QIP,2023,program,member,Frédéric Magniez,CNRS,
QIP,2023,program,member,Carl Miller,University of Maryland & NIST,
QIP,2023,program,member,Ramis Movassagh,Google Quantum AI,
QIP,2023,program,member,Ion Nechita,CNRS,
QIP,2023,program,member,Nelly Ng,Nanyang Technological University,
QIP,2023,program,member,Chinmay Nirkhe,UC Berkeley,
QIP,2023,program,member,Jonathan Oppenheim,University College London,
QIP,2023,program,member,Michał Oszmaniec,CTP PAS,
QIP,2023,program,member,Stefano Pironio,Université libre de Bruxelles,
QIP,2023,program,member,Matthew Pusey,University of York,
QIP,2023,program,member,Yihui Quek,Harvard University & Freie Universität Berlin,
QIP,2023,program,member,Patrick Rebentrost,CQT,
QIP,2023,program,member,Bartosz Regula,The University of Tokyo,
QIP,2023,program,member,Ben Reichardt,University of Southern California,
QIP,2023,program,member,Norbert Schuch,University of Vienna,
QIP,2023,program,member,Florian Speelman,University of Amsterdam & QuSoft,
QIP,2023,program,member,Yuan Su,Microsoft Quantum,
QIP,2023,program,member,Michael Walter,Ruhr University Bochum,
QIP,2023,program,member,James Watson,University of Maryland,
QIP,2023,program,member,Ronald de Wolf,CWI & University of Amsterdam,
QIP,2023,program,member,Takashi Yamakawa,NTT,
QIP,2023,program,member,Penghui Yao,Nanjing University,
QIP,2023,program,member,Bei Zeng,Hong Kong University of Science and Technology,
QIP,2023,steering,member,Omar Fawzi,"Inria, ENS Lyon",
QIP,2023,steering,member,Steve Flammia,AWS Center for Quantum Computing,
QIP,2023,steering,member,David Gosset,University of Waterloo,
QIP,2023,steering,member,Min-Hsiu Hsieh,Hon Hai Quantum Computing Research Center,
QIP,2023,steering,member,Elham Kashefi,CNRS and University of Edinburgh,
QIP,2023,steering,member,Barbara Kraus,"Institute for Theoretical Physics, University of Innsbruck",
QIP,2023,steering,member,Troy Lee,University of Technology Sydney,
QIP,2023,steering,member,Laura Mančinska,University of Copenhagen,
QIP,2023,steering,member,John Smolin,IBM Research,
QIP,2023,steering,member,Frank Verstraete,Ghent University,
QIP,2023,steering,member,Thomas Vidick,California Institute of Technology,
QIP,2023,local_organizing,co_chair,Jacob Bridgeman,,
QIP,2023,local_organizing,chair,Frank Verstraete,,
QIP,2023,local_organizing,member,Inge Van der Vennet,,
QIP,2023,local_organizing,member,Université libre de BruxellesNicolas CerfNathan GoldmanSerge MassarOgnyan OreshkovStefano PironioJérémie RolandIMECKristiaan De GreveUniversiteit GentCéline BroeckaertChanel LeongKarel Van Acoleyen,,
